"8726","","commencer à/de","entamer","se sont formées il y a 4, 5 à 4 milliards d'années. Magellan, aujourd'hui, entame son troisième survol. Elle dressera huit fois la carte de Vénus dans les quatre ans à venir. Un","Oui","","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","entame","Magellan","son troisième survol"
"8727","","commencer à/de","entamer","le petit homme aux muscles secs gravit le monticule de soufre. A coups de barre à mine, il entame la roche, faisant naître une belle avalanche jaune. Et tant pis pour les gaz très chauds qui brûlent","Non","sens : attaquer, couper","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","entame","",""
"8728","","commencer à/de","entamer","da Veiga Ferreira, 1959, Tazieff, 1959). Vingt ans après, l’érosion marine a suffisamment entamé l’édifice (Fig. 1) pour fournir des coupes qui permettent d’observer tout les faciès jusqu’au","Non","sens couper/pénétrer","FR/Volcan/Scientifique/25","Volcan","Scientifique","entamé","",""
"8729","","commencer à/de","entamer","volcan des Baumes riche en nodules de péridotite (Alain Guillon). Dans le flanc scoriacé du volcan, entamé par l’érosion, on peut découvrir (photo 23) une zone indurée de scorie interprétée comme un hornito","Non","pas le sens de commencer à.plutôt couper","FR/Volcan/Scientifique/volcansHerault2","Volcan","Scientifique","entamé","",""
"8730","","commencer à/de","entamer","avion aurait alors penché de plus belle vers la droite, 'son nez piquant considérablement : l'appareil a entamé une véritable plongée. A un moment il est presque passé sur le dos, ayant pivoté de 167 degrés","Plutôt oui","","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","entamé","",""
"8731","","commencer à/de","entamer","sept ans de bons services, Galileo, la sonde d'exploration de Jupiter et de ses satellites, a entamé sa dernière étape. En septembre 2003, elle s'abîmera dans l'atmosphère de la planète géante. Elle","Oui","","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","entamé","la sonde d'exploration de Jupoter et de ses satellites","sa dernière étape"
"8732","","commencer à/de","entamer","la suite d’instabilités peut-être induites par des modifications locales de l’état du noyau liquide. Ces panaches mantelliques entament alors une ascension subverticale (à une vitesse difficile à évaluer, peut-être5 de 5 à 10 cm / an","Oui","","FR/Volcan/Scientifique/geo5","Volcan","Scientifique","entament","ces panaches mantelliques","une ascension subverticale"
"8733","","commencer à/de","entamer","Avec les Keck, les observatoires terrestres, dont on annonçait régulièrement qu'ils seraient condamnés et dépassés par les grands télescopes en orbite promis par les agences spatiales, entament leur révolution. ","Plutôt oui","","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","entament","les observatoires terrestres","leur révolution"
"8734","","commencer à/de","entamer","Les seuls éléments d'inquiétude sont des failles profondes qui entament ses flancs depuis l'éruption de 1949. Mais elles se sont stabilisées depuis. Les Canariens peuvent donc dormir","Non","ses flancs = ceux du volcanspas sens de commencer.","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","entament","",""
"8735","","commencer à/de","entamer","La jeune femme a la sérénité des gens de Florès qui vénèrent les bons génies et récitent le bénédicité avant d'entamer un repas. ","Plutôt non","entamer un repas : commencer à manger, à boire.relation de cause ?","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","entamer","",""
"8736","","commencer à/de","entamer","Cette Auvergne son Auvergne, qu'il avait ostensiblement choisie, en 1982, pour entamer sa deuxième vie politique et qu'il mène à sa main depuis douze ans, aura-t-elle l'insolence ou l'ingratitude de l'inviter à une retraite si longtemps différée ?","Indéterminé","difficile d'élaborer un triplet T-R-T.cause : plutôt un énoncé, du type ""il a choisi l'Auvergne""","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","entamer","",""
"8737","","commencer à/de","entamer","cet épisode de l'été 1984, qui se soldera par l'expulsion du médecin, le président Napoleon Duarte entamera à La Palma des discussions avec la guérilla. Mais, aujourd'hui, l'échec de ces négociations,","Oui","entamer des discussions","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","entamera","le président Napoleon Duarte","des discussions"
"8738","","commencer à/de","entamer","Le président français est attendu au Guatemala le 14 novembre, après une visite d'Etat au Mexique qu'il entamera le 11 novembre. - (AFP.)","Plutôt oui","objet antéposé.entamer une visite.également présent : la datecommencer, engager une discussion.commencer une action ?","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","entamera","le président français","une visite d'Etat"
"8739","","commencer à/de","entamer","et fermer la cabane. Nous sortons sous le crachin et, après avoir franchi un petit col, nous entamons la descente. Mais je me rends compte avec ma boussole qu'on se dirige vers l'anse de l'","Non","","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","entamons","",""
"8740","","commencer à/de","entamer","descendre. Seuls, nous avons donc deux sacs chacun. Un dernier coup d'œil au cratère et nous entamons la descente. En équilibre instable sur la pente très raide et sur le sol glissant, chaque pas est","Non","","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","entamons","",""
"8741","","commencer à/de","réveiller","l'exemple du Vésuve, dont la nature volcanique n'était même pas soupçonnée dans l'Antiquité et qui se réveilla brusquement en 79 de notre ère, montre qu'il est pratiquement impossible de l'affirmer. Sur les 1","Non","se réveilla","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveilla","",""
"8742","","commencer à/de","réveiller","dernier soubresaut... Le célèbre Vésuve, en Italie, dormait depuis près de 1 000 ans quand il se réveilla brusquement en 79 après J. -C., ensevelissant les villes de Pompéi et d'Herculanum. Avant ce","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveilla","",""
"8743","","commencer à/de","réveiller","veille 2 000 victimes. Le 29 mai 1937, à Rabaul, en Nouvelle-Guinée, le volcan Vulcan se réveilla brusquement. Le lendemain, son voisin, le Tavurvur, à 6 kilomètres de distance, l'imitait en","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveilla","",""
"8744","","commencer à/de","réveiller","m d'altitude. Enfin, début avril en Indonésie, un autre volcan redoutable, le Gallunggung, se réveilla , non sans conséquences (voir encadré p. 42) Les quantités de poussières, cendres et sables libérées","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveilla","",""
"8745","","commencer à/de","réveiller","que leur seul salut est la fuite. La même année 1982, le Chichbn, au Mexique, se réveilla . Il dormait profondément depuis le XIIIè siècle. Même les volcanologues le croyaient éteint. Début avril, le","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveilla","",""
"8746","","commencer à/de","réveiller","Peter Mouginis-Mark, qui dirige le projet. Le 20 mai, le Pacaya, un volcan guatémaltèque, se réveillait une semaine après que le système automatique de l'université d'Hawaï eut détecté un "" point chaud "" sur","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillait","",""
"8747","","commencer à/de","réveiller","un geyser de gaz et de vapeur s'éleva dans le ciel jusqu'à près de 4 000 mètres d'altitude, réveillant la chaîne des volcans endormis. Treize mois plus tard, lorsque les mouvements telluriques cessèrent, trois villages avaient","Non","réveillant... : indique une conséquence ?","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillant","un geyser de gaz et de vapeur","la chaine des volcans endormis"
"8748","","commencer à/de","réveiller","L'anesthésiste est un médecin qui endort le patient pour une intervention (pour poser un cathéter par exemple), surveille son sommeil et le réveille après l'intervention.","Plutôt non","réveiller quelqu'un","FR/Cancer du sein/Vulgarisation/page23","Cancer du sein","Vulgarisation","réveille","",""
"8749","","commencer à/de","réveiller","qu'utilise l'anesthésiste pour endormir une partie du corps du patient. anesthésiste : médecin spécialiste qui endort et réveille le patient pendant une intervention. antécédent : fait antérieur concernant la santé du patient ou de sa famille.","Indéterminé","mm exple que le précédent","FR/Cancer du sein/Vulgarisation/page23","Cancer du sein","Vulgarisation","réveille","",""
"8750","","commencer à/de","réveiller","volcan « Soufriere Hills » (fig. 1), situé dans le sud de l'île, se réveille brusquement en 1995, après 360 ans de repos (seuls quelques séismes avaient été enregistrés en 1900, 1930","Non","se réveiller","FR/Volcan/Scientifique/geo15","Volcan","Scientifique","réveille","",""
"8751","","commencer à/de","réveiller","jours pour compléter nos informations, en particulier sur la montagne des Dames anglaises. Un matin, Hervé se réveille avec un sérieux mal de dos consécutif aux charges trop lourdes, qu'il n'a cessé de porter.","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8752","","commencer à/de","réveiller","Karl et moi, nous restons à deux pour rentrer le lendemain par bateau comme prévu. Quand on se réveille , de bonne heure, on découvre un paysage particulièrement maussade, sous un plafond très bas, balayé par","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8753","","commencer à/de","réveiller","de manchots dorment encore, debout, la tête sous une aile. Parfois l'un d'entre eux se réveille et nous regarde, éberlué. Certains, l'esprit aventureux, décident de nous suivre pour un bout de","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8754","","commencer à/de","réveiller","spectacle devient dantesque. Nous dormons à la belle étoile dans une petite crique. à intervalle régulier je me réveille , vérifie la rotation des constellations dans le ciel et entends le combat titanesque qui se poursuit à quelques dizaines","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8755","","commencer à/de","réveiller","dire qu'un volcan est éteint ? Comme nous, un volcan naît, vit, s'endort, se réveille , est actif, se repose, fait des colères - les éruptions -, puis vieillit et finit par","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8756","","commencer à/de","réveiller","et détruit le village de Singani ; cinq heures et demie plus tard, le Piton de la Fournaise se réveille à son tour et engloutit de nombreuses maisons à Piton Sainte-Rose. Il ne s'agit pas de communications directes","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8757","","commencer à/de","réveiller",", dans le nord de l'île. Quelques heures après, le volcan Batur, tout proche, se réveille ... < # KRA-4-37 > Les éruptions sont-elles meurtrières ? Durant les 500 dernières années, les volcans ont entraîné","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8758","","commencer à/de","réveiller","dans le cratère le soufre nécessaire à ses fusils. < # KRA-4-41 > Que faire si un volcan se réveille près de chez soi ? Avant tout, ne pas céder à la panique, rester calme et, si","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8759","","commencer à/de","réveiller","000 ans) des quinze volcans actifs de la chaîne des Cascades. Endormi depuis 123 ans, il se réveille en avril 1980. Bien que son activité croissante ait été surveillée avec attention, rien n'indiquait l'ampleur","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8760","","commencer à/de","réveiller","Monde du 28 / 03 / 1988 Page : 9 Titre d'article : En Colombie Le volcan Nevado-del-Ruiz se réveille Les autorités colombiennes ont ordonné, le 25 mars, l'évacuation de quelque cinquante mille personnes vivant dans un","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8761","","commencer à/de","réveiller","/ 1991 Page : 14 Titre d'article : Après le mont Unzen au Japon Le volcan philippin Pinatubo se réveille SEMAINE DU 1ER AU 8 JUIN 1991 Aux Philippines, le volcan Pinatubo, situé à une centaine de kilomètres","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8762","","commencer à/de","réveiller","se montrera jamais aussi souvent agité qu'en ce bouleversant seizième siècle où, par dix fois, il se réveille . Il manifeste une telle énergie que Moctezuma II envoie dix de ses sujets tenter d'en examiner la source","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8763","","commencer à/de","réveiller","n'est pas sûr d'avoir de mauvaises intentions CHANGY FLORENCE DE AUCKLAND de notre correspondante Il ronronne puis se réveille , crachouille quelques tonnes de boue, des nuages de cendres, puis se rendort. Trois jours plus tard","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8764","","commencer à/de","réveiller",", d'élection, de communion solennelle à Saint-Pierre. Saint-Pierre compte 30 000 âmes. La montagne Pelée se réveille d'un coup. Sept jours plus tôt, pourtant, elle a avisé. Saint-Pierre vit de théâtre,","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8765","","commencer à/de","réveiller","d'ourites (poulpes) et les piments oiseaux sont préparés pour le marché du lendemain. "" Je me réveille à 1 heure du matin pour éplucher l'ananas, précise Rosemay, et je sors à 3 heures pour","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8766","","commencer à/de","réveiller","participation fusionnelle à un corps commun. Le parcours spatial est ainsi quête d'une mémoire sans mots, qui réveille les consciences. L'aventure de la montagne Pelée semble indiquer une voie nouvelle, moins cérébrale et plus instinctive","Plutôt oui","pas termes du domaine","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","une mémoire sans mots","les consciences"
"8767","","commencer à/de","réveiller","une colonne aux contours nettement visibles. En voici la confirmation. Le 5 avril 1982, un volcan se réveille dans l'ouest de l'île de Java, au sud-ouest de Bandoung. 11 s'appelle le Galunggung et","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8768","","commencer à/de","réveiller",", ce qui lui sert de bras. "" Dessine-moi un mouton "", dit-elle. Le petit Prince se réveille en sursaut. Un rêve, mais il est vrai que la majorité des chercheurs pensent qu'Europe serait une","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8769","","commencer à/de","réveiller","nous attend. Kuwae, en effet, n'est que l'équivalent récent de Santorin. Si Toba se réveille , c'est cent fois plus de lave, de pierres, de cendres, de poussières, de dioxyde","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8770","","commencer à/de","réveiller","dans certaines zones "" privilégiées "" de la planète, et ils ne s'étonnent pas qu'un volcan se réveille après cent ans, voire mille ans, d'inactivité. Car il faut bien une centaine de milliers d'","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8771","","commencer à/de","réveiller","à mesure que de nouvelles données géochronologiques parviennent à la Smithsonian Institution. La probabilité qu'un volcan récent se réveille un jour n'est pas tout à fait négligeable. Tel était le statut du Pinatubo lorsque, le 2","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8772","","commencer à/de","réveiller","surprise est rare lors de cette opération. En effet, l'observatoire possède un système de télé-alarme, qui réveille automatiquement le permanent la nuit à son domicile. Dès que la sismicité dépasse un certain seuil, un ordinateur","Indéterminé","réveiller qqun","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8773","","commencer à/de","réveiller","Toutefois, au fil de son histoire, un volcan change de dynamisme éruptif. La soufrière de MontSerrat se réveille et aura peut-être explosé à l'heure où paraissent ces lignes sous quelle forme ? Le Vésuve sommeille depuis trop","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8774","","commencer à/de","réveiller","épuisé encore toute sa colère et, d'une année à l'autre, le piton de la Fournaise se réveille . L'incendie est partout dans le ciel et dans le coeur des hommes. Et si par nuit de","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8775","","commencer à/de","réveiller",", les pouvoirs publics, persuadés qu'il est éteint, refusent de financer sa surveillance. Quand il se réveille , c'est la surprise et souvent le drame. Tout ou presque reste à découvrir en volcanologie. Un","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8776","","commencer à/de","réveiller",", l'île de Stromboli est la plus célèbre des Eoliennes. Crachant une fumée noire, le volcan se réveille plusieurs fois par heure on peut alors voir ses gerbes de lave incandescente jaillir vers le ciel. Le cratère","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","",""
"8777","","commencer à/de","réveiller","de tente. La réalité rattrape mon rêve en permanence. De temps à autre une déflagration plus violente me réveille et me permet de vérifier la rotation céleste des constellations. Et déjà les premières lueurs du jour apparaissent.","Indéterminé","réveiller qqun","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveille","une déflagradation","moi"
"8778","","commencer à/de","réveiller","plus d’un milliard de francs, ce qui est dramatique pour ce pays pauvre. Le Tarvurvur s’est réveillé à nouveau mais moins violemment du 13 février au 16 avril 1995. Depuis le 28 novembre 1995, il","Non","se réveiller","FR/Volcan/Scientifique/geo7","Volcan","Scientifique","réveillé","",""
"8779","","commencer à/de","réveiller",", six volcans sont répertoriés. L'un d'entre eux, situé près du lac Grimsvötn, s'est réveillé en octobre 1996 et a fait une éruption hydrovolcanique typique. Une partie du glacier a fondu et un formidable","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8780","","commencer à/de","réveiller","lequel un bloc de calcaire disparaît en bouillonnant. De plus, le volcan Taal aux Philippines s'était brusquement réveillé en septembre 1965. J'apprenais ainsi mes premiers noms de volcans. J'ignorais alors que plus tard j'","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8781","","commencer à/de","réveiller","réalisateur et le cameraman nous rejoignent. Nous survolons le site en hélicoptère. Le Tavurvur, qui s'est réveillé en février 1995, est toujours très actif. Il libère toutes les deux minutes un panache, tantôt blanc","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8782","","commencer à/de","réveiller","volcaniques peuvent être dangereux pour les hommes. Ainsi, le 20 février 1979, un petit cratère s'est réveillé sur le plateau de Dieng, en Indonésie ; il a soudain éjecté, dans un grand fracas, des","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8783","","commencer à/de","réveiller","provoque directement une activité volcanique. Le Puyehue, au Chili, en sommeil depuis 55 ans, s'est réveillé 48 heures après l'énorme tremblement de terre chilien du 22 mai 1960. Le Kilauea, à Hawaii,","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8784","","commencer à/de","réveiller","tremblements de terre laissent les volcans indifférents. Le gigantesque séisme de Messine, en 1908, n'a pas réveillé l'Etna tout proche. Et ceux, violents, qui agitent l'Italie du Sud, ne perturbent pas","Indéterminé","comme une personnification.réveiller qun","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","le gigantesque séisme","l'Etna"
"8785","","commencer à/de","réveiller","sont canalisées vers la mer. En 1998, après six longues années d'inactivité, le volcan s'est réveillé . Attendue depuis très longtemps, cette éruption a mobilisé Réunionnais et touristes qui se sont rendus en masse sur","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8786","","commencer à/de","réveiller","particulièrement actif depuis le 29 mai. Le Sabancaya est considéré a priori comme très dangereux. Il s'est réveillé en décembre 1986 et, dans le passé, des coulées de boues (neige et glaces fondues délayant des","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8787","","commencer à/de","réveiller","les flancs de la Soufrière. Depuis le mois de juillet 1975, en effet, le volcan s'était réveillé d'une douce somnolence séculaire que seules avaient troublée des périodes d'activité limitée en 1797-1798, 1809-1812, 1836-1837","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8788","","commencer à/de","réveiller","Soufrière de Saint-Vincent et retransmettant en temps réel leurs signaux à Trinidad, s'agitaient beaucoup. Les spécialistes ont réveillé par téléphone le président de Saint-Vincent pour lui faire part de leurs observations et de leurs craintes. Celui-ci a","Indéterminé","réveiller qun","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","les spécialistes ","le président de st Vincent"
"8789","","commencer à/de","réveiller","Monde du 21 / 01 / 1991 Page : 11 Titre d'article : Le volcan islandais Hekla s'est réveillé LE 17 JANVIER 1991 Le volcan islandais Hekla, situé à quelque 120 kilomètres à l'est de Reykjavik,","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8790","","commencer à/de","réveiller","JANVIER 1991 Le volcan islandais Hekla, situé à quelque 120 kilomètres à l'est de Reykjavik, s'est réveillé , jeudi 17 janvier. Il est un des plus actifs d'Islande : de 1104 à 1980, il","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8791","","commencer à/de","réveiller","Unzen, à une cinquantaine de kilomètres de Nagasaki, dans l'île de Kyushu, qui s'est soudain réveillé en novembre 1990 après deux siècles de sommeil, et a été le siège d'une violente activité le lundi","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8792","","commencer à/de","réveiller","Aux Philippines, le volcan Pinatubo, situé à une centaine de kilomètres au nord-ouest de Manille, s'est réveillé , au cours de la semaine du 1 au 8 juin, après plusieurs siècles de sommeil, faisant trembler","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8793","","commencer à/de","réveiller","dimanche, à bord de trois navires de l'US Navy. Dormant depuis quelque six siècles, à demi réveillé depuis le mois d'avril dernier, grondant, explosant et crachant depuis la première semaine de juin, le","Non","être réveillé","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8794","","commencer à/de","réveiller","titre de leur mont Saint-Helens (Etat de Washington). Celui-ci dormait tranquillement depuis 1860 lorsqu'il s'est réveillé le 27 mars 1980. Très vite, l'évacuation de la zone menacée a été ordonnée si bien que","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8795","","commencer à/de","réveiller","d'évacuation. Ces décès portent à 598 le nombre des victimes directes ou indirectes du volcan qui s'est réveillé le 14 juin dernier, après un sommeil de près de six siècles. L'activité du Pinatubo, situé","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8796","","commencer à/de","réveiller","produits volcaniques émis. Elle dépasse sûrement, et de beaucoup, celles du volcan japonais Unzen qui s'est réveillé en mai dernier, du volcan mexicain El Chinchon de mars 1982, et du volcan américain mont Saint-Helens de","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8797","","commencer à/de","réveiller","Nicaragua, où le volcan Cerro Negro, situé à quelque 110 kilomètres au nord-ouest de Managua, s'est réveillé violemment, le 9 avril, après avoir dormi pendant vingt et un ans. Deux personnes tombées des toits","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8798","","commencer à/de","réveiller","de kilomètres au nord-ouest de Manille, sur Luzon, une des îles principales de l'archipel) s'est réveillé le 2 avril 1991. Ce jour-là, une explosion phréatique (due à la surchauffe de l'eau de","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8799","","commencer à/de","réveiller","pointe sud-est de l'île philippine de Luzon, à quelque 320 kilomètres au sud-est de Manille, s'est réveillé le 2 février après huit ans de sommeil. Ses projections de cendres et ses coulées de lave ont tué","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8800","","commencer à/de","réveiller","reprises, disent les scientifiques, la mer a reconquis ses droits. Chaque fois, le volcan s'est réveillé et a refermé la passe. L'Erta Ale, dans lequel les habitants du désert croient voir la ""","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8801","","commencer à/de","réveiller",". Récemment, le Nyamuragira, qui s'était manifesté par des coulées de lave en 1991, s'est réveillé avec, semble-t-il, l'ouverture d'une bouche sur son flanc ouest, tandis que des témoins attestent de","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8802","","commencer à/de","réveiller","pas franchement original. En 1861, 1945, 1953, 1969 et fin 1995, Ruapehu s'était déjà réveillé , causant parfois d'énormes dégâts et, en 1953, la mort de cent cinquante et une personnes.","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8803","","commencer à/de","réveiller","FOURNAISE EN ÉRUPTION Le piton de la Fournaise, un volcan de l'île de la Réunion, s'est réveillé le 9 mars après un sommeil de six ans, avec une faille de 3 kilomètres. On peut découvrir","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8804","","commencer à/de","réveiller","colline de la Soufrière a été enregistré ces dernières semaines. Ce strato-volcan, de type explosif, s'était réveillé en juillet 1995, suscitant l'évacuation de 4 000 personnes sur une population totale de 11 000 habitants.","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8805","","commencer à/de","réveiller","du volcan, dans les Etats de Colima et de Jalisco, qui le jouxtent. Le volcan s'est réveillé en 1988 alors qu'il était resté inactif depuis 1913. - (AFP.) < # MON-7-277 >","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8806","","commencer à/de","réveiller",", sans attirer l'attention du grand public. Au Japon, l'Unzen par exemple, qui s'était réveillé en novembre 1990, après deux siècles de repos (la dernière éruption datait de 1792), n'a","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8807","","commencer à/de","réveiller","par une éruption explosive en 1980. El Chichon : éteint de mémoire d'homme, il s'est violemment réveillé en 1982, émettant des nuages de cendres qui firent plusieurs fois le tour de la Terre. Heymae :","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8808","","commencer à/de","réveiller","plus aujourd'hui qu'une activité réduite. Unzen : en sommeil profond depuis deux siècles, il s'est réveillé lentement fin 1990, pour entrer en éruption violente en avril suivant. Fuji : assoupi depuis 1707, son","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8809","","commencer à/de","réveiller","tectonique des plaques. Le volcan Unzen, situé dans l'île japonaise de Kyushu, ne s'est pas réveillé en juin dernier mais le 17 novembre 1990, éruption elle-même annoncée par une activité sismique reconnue comme anormale dès","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8810","","commencer à/de","réveiller",". Le Pinatubo, dont on retiendra le cataclysme des 14 l6 juin 1991, s'était quant à lui réveillé le 2 avril, date à laquelle une première explosion volcanique, quoique comparativement très modeste, avait justifié l'","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillé","",""
"8811","","commencer à/de","réveiller","altitude a augmenté depuis) en occupe la partie Sud. Inactive depuis environ 360 ans, elle s'est réveillée assez brusquement en 1995. Une éruption longue et variée De nombreux petits séismes annonçant une reprise d'activité se","Non","se réveiller","FR/Volcan/Scientifique/geo5","Volcan","Scientifique","réveillée","",""
"8812","","commencer à/de","réveiller",", soit vers d'autres lieux jugés plus cléments. La montagne de feu endormie depuis six siècles s'est réveillée depuis dix jours, et le typhon de ces derniers jours a servi de gigantesque ventilateur pour recouvrir d'un","Non","se réveiller","FR/Volcan/Vulgarisation/corpusFR","Volcan","Vulgarisation","réveillée","",""
